Header lenght,Source MAC,Destination MAC,IP Protocol,Packet Type,Source IP adress,Destination IP adress,DSCP,ECN,IP ID,IP Fragment Offset,Traffic Class,Flow label,Source Port,Destination Port,IPv6 Extension,IPv6 Extension Lenght,Number of IPv6 Extension,IP header lenght,TCP Header Lenght,TTL,Hop Limit,Payload Size,TCP Window Size,UDP header Lenght,Timestamp,TCP Flag,SYCK Num,ACK Num,TCP Kind,TCP Options Lenght,Number of Options,ARP Hardware Type,ARP Protocol,ARP Hardware Size,ARP Protocol Size,ARP Opcode val,Sender's mac,Sender's IP,Target mac,Target IP,ICMP Type,ICMP code,Checksum,ICMP Echo,Sequence,IGMP Type,IGMP Max response,IGMP Checksum,Group Addr,Hash Identification
86,33:33:00:00:00:fb,b2:5f:0a:a2:6c:f9,0x86DD,8,fe80:0000:0000:0000:b05f:0aff:fea2:6cf9,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,6430617980495703630
67,01:00:5e:00:00:fc,38:7a:0e:01:69:7c,0x0800,UDP,172.22.124.41,224.0.0.252,0,0,105,0,,,62578,5355,,,,20,,1,,25,,33,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,4581306964948466564
120,33:33:00:01:00:02,38:7a:0e:01:69:7c,0x86DD,UDP,fe80:0000:0000:0000:f1a0:8f69:7b74:3527,ff02:0000:0000:0000:0000:0000:0001:0002,0,0,,,0,349256,546,547,,0,0,40,,,1,58,,66,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,8580103491732647521
86,33:33:ff:a0:b4:95,38:7a:0e:01:69:7c,0x86DD,ICMPv6,fe80:0000:0000:0000:f1a0:8f69:7b74:3527,ff02:0000:0000:0000:0000:0001:ffa0:b495,0,0,,,0,0,,,,0,0,40,,,255,,,,1751825540,,,,,,,,,,,,,,,,135,0,0x409B,0x0000,0,,,,,14338892906010290403
119,01:00:5e:00:00:fb,1e:ef:07:63:7f:bd,0x0800,UDP,172.22.124.250,224.0.0.251,0,0,200,0,,,5353,5353,,,,20,,255,,77,,85,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,17864733445193145942
139,33:33:00:00:00:fb,1e:ef:07:63:7f:bd,0x86DD,UDP,fe80:0000:0000:0000:1cef:07ff:fe63:7fbd,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,596860,5353,5353,,0,0,40,,,255,77,,85,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,7652440801523833274
86,33:33:ff:bc:6a:0c,50:28:4a:4d:72:0e,0x86DD,13,fe80:0000:0000:0000:2ada:bb3e:70bc:6a0c,ff02:0000:0000:0000:0000:0001:ffbc:6a0c,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,16781643924342079293
86,33:33:00:01:00:03,50:28:4a:4d:72:0e,0x86DD,13,fe80:0000:0000:0000:2ada:bb3e:70bc:6a0c,ff02:0000:0000:0000:0000:0000:0001:0003,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,18283156713665624233
86,33:33:00:00:00:0c,50:28:4a:4d:72:0e,0x86DD,13,fe80:0000:0000:0000:2ada:bb3e:70bc:6a0c,ff02:0000:0000:0000:0000:0000:0000:000c,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9880960223995995803
86,33:33:00:00:00:fb,50:28:4a:4d:72:0e,0x86DD,13,fe80:0000:0000:0000:2ada:bb3e:70bc:6a0c,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9913082425663691463
86,33:33:00:00:00:0c,28:6b:35:57:92:57,0x86DD,146,fe80:0000:0000:0000:6ff9:3a23:6518:ac5a,ff05:0000:0000:0000:0000:0000:0000:000c,0,0,,,0,0,,,0-131-255-,64,3,808,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,7844960169242337574
86,33:33:00:00:00:fb,28:6b:35:57:92:57,0x86DD,13,fe80:0000:0000:0000:6ff9:3a23:6518:ac5a,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,13144984579649634396
86,33:33:ff:18:ac:5a,28:6b:35:57:92:57,0x86DD,13,fe80:0000:0000:0000:6ff9:3a23:6518:ac5a,ff02:0000:0000:0000:0000:0001:ff18:ac5a,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,1731268816753783092
86,33:33:ff:5e:bf:71,90:e8:68:b8:7f:fb,0x86DD,13,fe80:0000:0000:0000:5f7d:dd21:cf5e:bf71,ff02:0000:0000:0000:0000:0001:ff5e:bf71,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,5500724655396622601
86,33:33:00:01:00:03,90:e8:68:b8:7f:fb,0x86DD,13,fe80:0000:0000:0000:5f7d:dd21:cf5e:bf71,ff02:0000:0000:0000:0000:0000:0001:0003,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,9748208689940207245
86,33:33:00:00:00:fb,90:e8:68:b8:7f:fb,0x86DD,13,fe80:0000:0000:0000:5f7d:dd21:cf5e:bf71,ff02:0000:0000:0000:0000:0000:0000:00fb,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,17537049932858356963
86,33:33:00:00:00:0c,90:e8:68:b8:7f:fb,0x86DD,13,fe80:0000:0000:0000:5f7d:dd21:cf5e:bf71,ff02:0000:0000:0000:0000:0000:0000:000c,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,17569231500260329663
86,33:33:00:00:00:02,66:01:db:e1:73:97,0x86DD,13,fe80:0000:0000:0000:6401:dbff:fee1:7397,ff02:0000:0000:0000:0000:0000:0000:0002,0,0,,,0,0,,,0-131-255-,40,3,88,,,1,,,,1751825540,,,,,,,,,,,,,,,,,,,,,,,,,6914051494932101376
